couvrir couvre couvres couvre couvrons couvrez couvrent couvrais couvrais couvrait couvrions couvriez couvraient couvrirai couvriras couvrira couvrirons couvrirez couvriront couvris couvris couvrit couvrîmes couvrîtes couvrirent couvrirais couvrirais couvrirait couvririons couvririez couvriraient couvre couvres couvre couvrions couvriez couvrent couvrisse couvrisses couvrît couvrissions couvrissiez couvrissent couvre couvrons couvrez couvrant couvert couverts couverte couvertes 
craindre crains crains craint craignons craignez craignent craignais craignais craignait craignions craigniez craignaient craindrai craindras craindra craindrons craindrez craindront craignis craignis craignit craignîmes craignîtes craignirent craindrais craindrais craindrait craindrions craindriez craindraient craigne craignes craigne craignions craigniez craignent craignisse craignisses craignît craignissions craignissiez craignissent crains craignons craignez craignant craint craints crainte craintes 
créer crée crées crée créons créez créent créais créais créait créions créiez créaient créerai créeras créera créerons créerez créeront créai créas créa créâmes créâtes créèrent créerais créerais créerait créerions créeriez créeraient crée crées crée créions créiez créent créasse créasses créât créassions créassiez créassent crée créons créez créant créé créés créée créées 
creuser creuse creuses creuse creusons creusez creusent creusais creusais creusait creusions creusiez creusaient creuserai creuseras creusera creuserons creuserez creuseront creusai creusas creusa creusâmes creusâtes creusèrent creuserais creuserais creuserait creuserions creuseriez creuseraient creuse creuses creuse creusions creusiez creusent creusasse creusasses creusât creusassions creusassiez creusassent creuse creusons creusez creusant creusé creusés creusée creusées 
crier crie cries crie crions criez crient criais criais criait criions criiez criaient crierai crieras criera crierons crierez crieront criai crias cria criâmes criâtes crièrent crierais crierais crierait crierions crieriez crieraient crie cries crie criions criiez crient criasse criasses criât criassions criassiez criassent crie crions criez criant crié criés criée criées 
croire crois crois croit croyons croyez croient croyais croyais croyait croyions croyiez croyaient croirai croiras croira croirons croirez croiront crus crus crut crûmes crûtes crurent croirais croirais croirait croirions croiriez croiraient croie croies croie croyions croyiez croient crusse crusses crût crussions crussiez crussent crois croyons croyez croyant cru crus crue crues 
croiser croise croises croise croisons croisez croisent croisais croisais croisait croisions croisiez croisaient croiserai croiseras croisera croiserons croiserez croiseront croisai croisas croisa croisâmes croisâtes croisèrent croiserais croiserais croiserait croiserions croiseriez croiseraient croise croises croise croisions croisiez croisent croisasse croisasses croisât croisassions croisassiez croisassent croise croisons croisez croisant croisé croisés croisée croisées 
danser danse danses danse dansons dansez dansent dansais dansais dansait dansions dansiez dansaient danserai danseras dansera danserons danserez danseront dansai dansas dansa dansâmes dansâtes dansèrent danserais danserais danserait danserions danseriez danseraient danse danses danse dansions dansiez dansent dansasse dansasses dansât dansassions dansassiez dansassent danse dansons dansez dansant dansé dansés dansée dansées 
déchirer déchire déchires déchire déchirons déchirez déchirent déchirais déchirais déchirait déchirions déchiriez déchiraient déchirerai déchireras déchirera déchirerons déchirerez déchireront déchirai déchiras déchira déchirâmes déchirâtes déchirèrent déchirerais déchirerais déchirerait déchirerions déchireriez déchireraient déchire déchires déchire déchirions déchiriez déchirent déchirasse déchirasses déchirât déchirassions déchirassiez déchirassent déchire déchirons déchirez déchirant déchiré déchirés déchirée déchirées 
décider décide décides décide décidons décidez décident décidais décidais décidait décidions décidiez décidaient déciderai décideras décidera déciderons déciderez décideront décidai décidas décida décidâmes décidâtes décidèrent déciderais déciderais déciderait déciderions décideriez décideraient décide décides décide décidions décidiez décident décidasse décidasses décidât décidassions décidassiez décidassent décide décidons décidez décidant décidé décidés décidée décidées 
déclarer déclare déclares déclare déclarons déclarez déclarent déclarais déclarais déclarait déclarions déclariez déclaraient déclarerai déclareras déclarera déclarerons déclarerez déclareront déclarai déclaras déclara déclarâmes déclarâtes déclarèrent déclarerais déclarerais déclarerait déclarerions déclareriez déclareraient déclare déclares déclare déclarions déclariez déclarent déclarasse déclarasses déclarât déclarassions déclarassiez déclarassent déclare déclarons déclarez déclarant déclaré déclarés déclarée déclarées 
découvrir découvre découvres découvre découvrons découvrez découvrent découvrais découvrais découvrait découvrions découvriez découvraient découvrirai découvriras découvrira découvrirons découvrirez découvriront découvris découvris découvrit découvrîmes découvrîtes découvrirent découvrirais découvrirais découvrirait découvririons découvririez découvriraient découvre découvres découvre découvrions découvriez découvrent découvrisse découvrisses découvrît découvrissions découvrissiez découvrissent découvre découvrons découvrez découvrant découvert découverts découverte découvertes 
décrire décris décris décrit décrivons décrivez décrivent décrivais décrivais décrivait décrivions décriviez décrivaient décrirai décriras décrira décrirons décrirez décriront décrivis décrivis décrivit décrivîmes décrivîtes décrivirent décrirais décrirais décrirait décririons décririez décriraient décrive décrives décrive décrivions décriviez décrivent décrivisse décrivisses décrivît décrivissions décrivissiez décrivissent décris décrivons décrivez décrivant décrit décrits décrite décrites 
défendre défends défends défend défendons défendez défendent défendais défendais défendait défendions défendiez défendaient défendrai défendras défendra défendrons défendrez défendront défendis défendis défendit défendîmes défendîtes défendirent défendrais défendrais défendrait défendrions défendriez défendraient défende défendes défende défendions défendiez défendent défendisse défendisses défendît défendissions défendissiez défendissent défends défendons défendez défendant défendu défendus défendue défendues 
dégager dégage dégages dégage dégageons dégagez dégagent dégageais dégageais dégageait dégagions dégagiez dégageaient dégagerai dégageras dégagera dégagerons dégagerez dégageront dégageai dégageas dégagea dégageâmes dégageâtes dégagèrent dégagerais dégagerais dégagerait dégagerions dégageriez dégageraient dégage dégages dégage dégagions dégagiez dégagent dégageasse dégageasses dégageât dégageassions dégageassiez dégageassent dégage dégageons dégagez dégageant dégagé dégagés dégagée dégagées 
demander demande demandes demande demandons demandez demandent demandais demandais demandait demandions demandiez demandaient demanderai demanderas demandera demanderons demanderez demanderont demandai demandas demanda demandâmes demandâtes demandèrent demanderais demanderais demanderait demanderions demanderiez demanderaient demande demandes demande demandions demandiez demandent demandasse demandasses demandât demandassions demandassiez demandassent demande demandons demandez demandant demandé demandés demandée demandées 
demeurer demeure demeures demeure demeurons demeurez demeurent demeurais demeurais demeurait demeurions demeuriez demeuraient demeurerai demeureras demeurera demeurerons demeurerez demeureront demeurai demeuras demeura demeurâmes demeurâtes demeurèrent demeurerais demeurerais demeurerait demeurerions demeureriez demeureraient demeure demeures demeure demeurions demeuriez demeurent demeurasse demeurasses demeurât demeurassions demeurassiez demeurassent demeure demeurons demeurez demeurant demeuré demeurés demeurée demeurées 
dépasser dépasse dépasses dépasse dépassons dépassez dépassent dépassais dépassais dépassait dépassions dépassiez dépassaient dépasserai dépasseras dépassera dépasserons dépasserez dépasseront dépassai dépassas dépassa dépassâmes dépassâtes dépassèrent dépasserais dépasserais dépasserait dépasserions dépasseriez dépasseraient dépasse dépasses dépasse dépassions dépassiez dépassent dépassasse dépassasses dépassât dépassassions dépassassiez dépassassent dépasse dépassons dépassez dépassant dépassé dépassés dépassée dépassées 
déposer dépose déposes dépose déposons déposez déposent déposais déposais déposait déposions déposiez déposaient déposerai déposeras déposera déposerons déposerez déposeront déposai déposas déposa déposâmes déposâtes déposèrent déposerais déposerais déposerait déposerions déposeriez déposeraient dépose déposes dépose déposions déposiez déposent déposasse déposasses déposât déposassions déposassiez déposassent dépose déposons déposez déposant déposé déposés déposée déposées 
descendre descends descends descend descendons descendez descendent descendais descendais descendait descendions descendiez descendaient descendrai descendras descendra descendrons descendrez descendront descendis descendis descendit descendîmes descendîtes descendirent descendrais descendrais descendrait descendrions descendriez descendraient descende descendes descende descendions descendiez descendent descendisse descendisses descendît descendissions descendissiez descendissent descends descendons descendez descendant descendu descendus descendue descendues 
désigner désigne désignes désigne désignons désignez désignent désignais désignais désignait désignions désigniez désignaient désignerai désigneras désignera désignerons désignerez désigneront désignai désignas désigna désignâmes désignâtes désignèrent désignerais désignerais désignerait désignerions désigneriez désigneraient désigne désignes désigne désignions désigniez désignent désignasse désignasses désignât désignassions désignassiez désignassent désigne désignons désignez désignant désigné désignés désignée désignées 
désirer désire désires désire désirons désirez désirent désirais désirais désirait désirions désiriez désiraient désirerai désireras désirera désirerons désirerez désireront désirai désiras désira désirâmes désirâtes désirèrent désirerais désirerais désirerait désirerions désireriez désireraient désire désires désire désirions désiriez désirent désirasse désirasses désirât désirassions désirassiez désirassent désire désirons désirez désirant désiré désirés désirée désirées 
dessiner dessine dessines dessine dessinons dessinez dessinent dessinais dessinais dessinait dessinions dessiniez dessinaient dessinerai dessineras dessinera dessinerons dessinerez dessineront dessinai dessinas dessina dessinâmes dessinâtes dessinèrent dessinerais dessinerais dessinerait dessinerions dessineriez dessineraient dessine dessines dessine dessinions dessiniez dessinent dessinasse dessinasses dessinât dessinassions dessinassiez dessinassent dessine dessinons dessinez dessinant dessiné dessinés dessinée dessinées 
détacher détache détaches détache détachons détachez détachent détachais détachais détachait détachions détachiez détachaient détacherai détacheras détachera détacherons détacherez détacheront détachai détachas détacha détachâmes détachâtes détachèrent détacherais détacherais détacherait détacherions détacheriez détacheraient détache détaches détache détachions détachiez détachent détachasse détachasses détachât détachassions détachassiez détachassent détache détachons détachez détachant détaché détachés détachée détachées 
détourner détourne détournes détourne détournons détournez détournent détournais détournais détournait détournions détourniez détournaient détournerai détourneras détournera détournerons détournerez détourneront détournai détournas détourna détournâmes détournâtes détournèrent détournerais détournerais détournerait détournerions détourneriez détourneraient détourne détournes détourne détournions détourniez détournent détournasse détournasses détournât détournassions détournassiez détournassent détourne détournons détournez détournant détourné détournés détournée détournées 
détruire détruis détruis détruit détruisons détruisez détruisent détruisais détruisais détruisait détruisions détruisiez détruisaient détruirai détruiras détruira détruirons détruirez détruiront détruisis détruisis détruisit détruisîmes détruisîtes détruisirent détruirais détruirais détruirait détruirions détruiriez détruiraient détruise détruises détruise détruisions détruisiez détruisent détruisisse détruisisses détruisît détruisissions détruisissiez détruisissent détruis détruisons détruisez détruisant détruit détruits détruite détruites 
devenir deviens deviens devient devenons devenez deviennent devenais devenais devenait devenions deveniez devenaient deviendrai deviendras deviendra deviendrons deviendrez deviendront devins devins devint devînmes devîntes devinrent deviendrais deviendrais deviendrait deviendrions deviendriez deviendraient devienne deviennes devienne devenions deveniez deviennent devinsse devinsses devînt devinssions devinssiez devinssent deviens devenons devenez devenant devenu devenus devenue devenues 
deviner devine devines devine devinons devinez devinent devinais devinais devinait devinions deviniez devinaient devinerai devineras devinera devinerons devinerez devineront devinai devinas devina devinâmes devinâtes devinèrent devinerais devinerais devinerait devinerions devineriez devineraient devine devines devine devinions deviniez devinent devinasse devinasses devinât devinassions devinassiez devinassent devine devinons devinez devinant deviné devinés devinée devinées 
devoir dois dois doit devons devez doivent devais devais devait devions deviez devaient devrai devras devra devrons devrez devront dus dus dut dûmes dûtes durent devrais devrais devrait devrions devriez devraient doive doives doive devions deviez doivent dusse dusses dût dussions dussiez dussent dois devons devez devant dû dus due dues 
dire dis dis dit disons dites disent disais disais disait disions disiez disaient dirai diras dira dirons direz diront dis dis dit dîmes dîtes dirent dirais dirais dirait dirions diriez diraient dise dises dise disions disiez disent disse disses dît dissions dissiez dissent dis disons dites disant dit dits dite dites 
diriger dirige diriges dirige dirigeons dirigez dirigent dirigeais dirigeais dirigeait dirigions dirigiez dirigeaient dirigerai dirigeras dirigera dirigerons dirigerez dirigeront dirigeai dirigeas dirigea dirigeâmes dirigeâtes dirigèrent dirigerais dirigerais dirigerait dirigerions dirigeriez dirigeraient dirige diriges dirige dirigions dirigiez dirigent dirigeasse dirigeasses dirigeât dirigeassions dirigeassiez dirigeassent dirige dirigeons dirigez dirigeant dirigé dirigés dirigée dirigées 
discuter discute discutes discute discutons discutez discutent discutais discutais discutait discutions discutiez discutaient discuterai discuteras discutera discuterons discuterez discuteront discutai discutas discuta discutâmes discutâtes discutèrent discuterais discuterais discuterait discuterions discuteriez discuteraient discute discutes discute discutions discutiez discutent discutasse discutasses discutât discutassions discutassiez discutassent discute discutons discutez discutant discuté discutés discutée discutées 
disposer dispose disposes dispose disposons disposez disposent disposais disposais disposait disposions disposiez disposaient disposerai disposeras disposera disposerons disposerez disposeront disposai disposas disposa disposâmes disposâtes disposèrent disposerais disposerais disposerait disposerions disposeriez disposeraient dispose disposes dispose disposions disposiez disposent disposasse disposasses disposât disposassions disposassiez disposassent dispose disposons disposez disposant disposé disposés disposée disposées 
disparaître disparais disparais disparaît disparaissons disparaissez disparaissent disparaissais disparaissais disparaissait disparaissions disparaissiez disparaissaient disparaîtrai disparaîtras disparaîtra disparaîtrons disparaîtrez disparaîtront disparus disparus disparut disparûmes disparûtes disparurent disparaîtrais disparaîtrais disparaîtrait disparaîtrions disparaîtriez disparaîtraient disparaisse disparaisses disparaisse disparaissions disparaissiez disparaissent disparusse disparusses disparût disparussions disparussiez disparussent disparais disparaissons disparaissez disparaissant disparu disparus disparue disparues 
distinguer distingue distingues distingue distinguons distinguez distinguent distinguais distinguais distinguait distinguions distinguiez distinguaient distinguerai distingueras distinguera distinguerons distinguerez distingueront distinguai distinguas distingua distinguâmes distinguâtes distinguèrent distinguerais distinguerais distinguerait distinguerions distingueriez distingueraient distingue distingues distingue distinguions distinguiez distinguent distinguasse distinguasses distinguât distinguassions distinguassiez distinguassent distingue distinguons distinguez distinguant distingué distingués distinguée distinguées 
dominer domine domines domine dominons dominez dominent dominais dominais dominait dominions dominiez dominaient dominerai domineras dominera dominerons dominerez domineront dominai dominas domina dominâmes dominâtes dominèrent dominerais dominerais dominerait dominerions domineriez domineraient domine domines domine dominions dominiez dominent dominasse dominasses dominât dominassions dominassiez dominassent domine dominons dominez dominant dominé dominés dominée dominées 
donner donne donnes donne donnons donnez donnent donnais donnais donnait donnions donniez donnaient donnerai donneras donnera donnerons donnerez donneront donnai donnas donna donnâmes donnâtes donnèrent donnerais donnerais donnerait donnerions donneriez donneraient donne donnes donne donnions donniez donnent donnasse donnasses donnât donnassions donnassiez donnassent donne donnons donnez donnant donné donnés donnée données 
dormir dors dors dort dormons dormez dorment dormais dormais dormait dormions dormiez dormaient dormirai dormiras dormira dormirons dormirez dormiront dormis dormis dormit dormîmes dormîtes dormirent dormirais dormirais dormirait dormirions dormiriez dormiraient dorme dormes dorme dormions dormiez dorment dormisse dormisses dormît dormissions dormissiez dormissent dors dormons dormez dormant dormi dormis dormie dormies 
douter doute doutes doute doutons doutez doutent doutais doutais doutait doutions doutiez doutaient douterai douteras doutera douterons douterez douteront doutai doutas douta doutâmes doutâtes doutèrent douterais douterais douterait douterions douteriez douteraient doute doutes doute doutions doutiez doutent doutasse doutasses doutât doutassions doutassiez doutassent doute doutons doutez doutant douté doutés doutée doutées 
dresser dresse dresses dresse dressons dressez dressent dressais dressais dressait dressions dressiez dressaient dresserai dresseras dressera dresserons dresserez dresseront dressai dressas dressa dressâmes dressâtes dressèrent dresserais dresserais dresserait dresserions dresseriez dresseraient dresse dresses dresse dressions dressiez dressent dressasse dressasses dressât dressassions dressassiez dressassent dresse dressons dressez dressant dressé dressés dressée dressées 
durer dure dures dure durons durez durent durais durais durait durions duriez duraient durerai dureras durera durerons durerez dureront durai duras dura durâmes durâtes durèrent durerais durerais durerait durerions dureriez dureraient dure dures dure durions duriez durent durasse durasses durât durassions durassiez durassent dure durons durez durant duré durés durée durées 
écarter écarte écartes écarte écartons écartez écartent écartais écartais écartait écartions écartiez écartaient écarterai écarteras écartera écarterons écarterez écarteront écartai écartas écarta écartâmes écartâtes écartèrent écarterais écarterais écarterait écarterions écarteriez écarteraient écarte écartes écarte écartions écartiez écartent écartasse écartasses écartât écartassions écartassiez écartassent écarte écartons écartez écartant écarté écartés écartée écartées 
échapper échappe échappes échappe échappons échappez échappent échappais échappais échappait échappions échappiez échappaient échapperai échapperas échappera échapperons échapperez échapperont échappai échappas échappa échappâmes échappâtes échappèrent échapperais échapperais échapperait échapperions échapperiez échapperaient échappe échappes échappe échappions échappiez échappent échappasse échappasses échappât échappassions échappassiez échappassent échappe échappons échappez échappant échappé échappés échappée échappées 
éclairer éclaire éclaires éclaire éclairons éclairez éclairent éclairais éclairais éclairait éclairions éclairiez éclairaient éclairerai éclaireras éclairera éclairerons éclairerez éclaireront éclairai éclairas éclaira éclairâmes éclairâtes éclairèrent éclairerais éclairerais éclairerait éclairerions éclaireriez éclaireraient éclaire éclaires éclaire éclairions éclairiez éclairent éclairasse éclairasses éclairât éclairassions éclairassiez éclairassent éclaire éclairons éclairez éclairant éclairé éclairés éclairée éclairées 
éclater éclate éclates éclate éclatons éclatez éclatent éclatais éclatais éclatait éclations éclatiez éclataient éclaterai éclateras éclatera éclaterons éclaterez éclateront éclatai éclatas éclata éclatâmes éclatâtes éclatèrent éclaterais éclaterais éclaterait éclaterions éclateriez éclateraient éclate éclates éclate éclations éclatiez éclatent éclatasse éclatasses éclatât éclatassions éclatassiez éclatassent éclate éclatons éclatez éclatant éclaté éclatés éclatée éclatées 
écouter écoute écoutes écoute écoutons écoutez écoutent écoutais écoutais écoutait écoutions écoutiez écoutaient écouterai écouteras écoutera écouterons écouterez écouteront écoutai écoutas écouta écoutâmes écoutâtes écoutèrent écouterais écouterais écouterait écouterions écouteriez écouteraient écoute écoutes écoute écoutions écoutiez écoutent écoutasse écoutasses écoutât écoutassions écoutassiez écoutassent écoute écoutons écoutez écoutant écouté écoutés écoutée écoutées 
écraser écrase écrases écrase écrasons écrasez écrasent écrasais écrasais écrasait écrasions écrasiez écrasaient écraserai écraseras écrasera écraserons écraserez écraseront écrasai écrasas écrasa écrasâmes écrasâtes écrasèrent écraserais écraserais écraserait écraserions écraseriez écraseraient écrase écrases écrase écrasions écrasiez écrasent écrasasse écrasasses écrasât écrasassions écrasassiez écrasassent écrase écrasons écrasez écrasant écrasé écrasés écrasée écrasées 
écrire écris écris écrit écrivons écrivez écrivent écrivais écrivais écrivait écrivions écriviez écrivaient écrirai écriras écrira écrirons écrirez écriront écrivis écrivis écrivit écrivîmes écrivîtes écrivirent écrirais écrirais écrirait écririons écririez écriraient écrive écrives écrive écrivions écriviez écrivent écrivisse écrivisses écrivît écrivissions écrivissiez écrivissent écris écrivons écrivez écrivant écrit écrits écrite écrites 
effacer efface effaces efface effaçons effacez effacent effaçais effaçais effaçait effacions effaciez effaçaient effacerai effaceras effacera effacerons effacerez effaceront effaçai effaças effaça effaçâmes effaçâtes effacèrent effacerais effacerais effacerait effacerions effaceriez effaceraient efface effaces efface effacions effaciez effacent effaçasse effaçasses effaçât effaçassions effaçassiez effaçassent efface effaçons effacez effaçant effacé effacés effacée effacées 
élever élevons élevez élèvent élevais élevais élevait élevions éleviez élevaient élèverai élèveras élèvera élèverons élèverez élèveront élevai élevas éleva élevâmes élevâtes élevèrent élèverais élèverais élèverait élèverions élèveriez élèveraient élevions éleviez élèvent élevasse élevasses élevât élevassions élevassiez élevassent élevons élevez élevant élevé élevés élevée élevées 
éloigner éloigne éloignes éloigne éloignons éloignez éloignent éloignais éloignais éloignait éloignions éloigniez éloignaient éloignerai éloigneras éloignera éloignerons éloignerez éloigneront éloignai éloignas éloigna éloignâmes éloignâtes éloignèrent éloignerais éloignerais éloignerait éloignerions éloigneriez éloigneraient éloigne éloignes éloigne éloignions éloigniez éloignent éloignasse éloignasses éloignât éloignassions éloignassiez éloignassent éloigne éloignons éloignez éloignant éloigné éloignés éloignée éloignées 
embrasser embrasse embrasses embrasse embrassons embrassez embrassent embrassais embrassais embrassait embrassions embrassiez embrassaient embrasserai embrasseras embrassera embrasserons embrasserez embrasseront embrassai embrassas embrassa embrassâmes embrassâtes embrassèrent embrasserais embrasserais embrasserait embrasserions embrasseriez embrasseraient embrasse embrasses embrasse embrassions embrassiez embrassent embrassasse embrassasses embrassât embrassassions embrassassiez embrassassent embrasse embrassons embrassez embrassant embrassé embrassés embrassée embrassées 
emmener emmène emmènes emmène emmenons emmenez emmènent emmenais emmenais emmenait emmenions emmeniez emmenaient emmènerai emmèneras emmènera emmènerons emmènerez emmèneront emmenai emmenas emmena emmenâmes emmenâtes emmenèrent emmènerais emmènerais emmènerait emmènerions emmèneriez emmèneraient emmène emmènes emmène emmenions emmeniez emmènent emmenasse emmenasses emmenât emmenassions emmenassiez emmenassent emmène emmenons emmenez emmenant emmené emmenés emmenée emmenées 
emparer empare empares empare emparons emparez emparent emparais emparais emparait emparions empariez emparaient emparerai empareras emparera emparerons emparerez empareront emparai emparas empara emparâmes emparâtes emparèrent emparerais emparerais emparerait emparerions empareriez empareraient empare empares empare emparions empariez emparent emparasse emparasses emparât emparassions emparassiez emparassent empare emparons emparez emparant emparé emparés emparée emparées 
empêcher empêche empêches empêche empêchons empêchez empêchent empêchais empêchais empêchait empêchions empêchiez empêchaient empêcherai empêcheras empêchera empêcherons empêcherez empêcheront empêchai empêchas empêcha empêchâmes empêchâtes empêchèrent empêcherais empêcherais empêcherait empêcherions empêcheriez empêcheraient empêche empêches empêche empêchions empêchiez empêchent empêchasse empêchasses empêchât empêchassions empêchassiez empêchassent empêche empêchons empêchez empêchant empêché empêchés empêchée empêchées 
employer emploie emploies emploie employons employez emploient employais employais employait employions employiez employaient emploierai emploieras emploiera emploierons emploierez emploieront employai employas employa employâmes employâtes employèrent emploierais emploierais emploierait emploierions emploieriez emploieraient emploie emploies emploie employions employiez emploient employasse employasses employât employassions employassiez employassent emploie employons employez employant employé employés employée employées 
emporter emporte emportes emporte emportons emportez emportent emportais emportais emportait emportions emportiez emportaient emporterai emporteras emportera emporterons emporterez emporteront emportai emportas emporta emportâmes emportâtes emportèrent emporterais emporterais emporterait emporterions emporteriez emporteraient emporte emportes emporte emportions emportiez emportent emportasse emportasses emportât emportassions emportassiez emportassent emporte emportons emportez emportant emporté emportés emportée emportées 
endormir endors endors endort endormons endormez endorment endormais endormais endormait endormions endormiez endormaient endormirai endormiras endormira endormirons endormirez endormiront endormis endormis endormit endormîmes endormîtes endormirent endormirais endormirais endormirait endormirions endormiriez endormiraient endorme endormes endorme endormions endormiez endorment endormisse endormisses endormît endormissions endormissiez endormissent endors endormons endormez endormant endormi endormis endormie endormies 
enfermer enferme enfermes enferme enfermons enfermez enferment enfermais enfermais enfermait enfermions enfermiez enfermaient enfermerai enfermeras enfermera enfermerons enfermerez enfermeront enfermai enfermas enferma enfermâmes enfermâtes enfermèrent enfermerais enfermerais enfermerait enfermerions enfermeriez enfermeraient enferme enfermes enferme enfermions enfermiez enferment enfermasse enfermasses enfermât enfermassions enfermassiez enfermassent enferme enfermons enfermez enfermant enfermé enfermés enfermée enfermées 
enfoncer enfonce enfonces enfonce enfonçons enfoncez enfoncent enfonçais enfonçais enfonçait enfoncions enfonciez enfonçaient enfoncerai enfonceras enfoncera enfoncerons enfoncerez enfonceront enfonçai enfonças enfonça enfonçâmes enfonçâtes enfoncèrent enfoncerais enfoncerais enfoncerait enfoncerions enfonceriez enfonceraient enfonce enfonces enfonce enfoncions enfonciez enfoncent enfonçasse enfonçasses enfonçât enfonçassions enfonçassiez enfonçassent enfonce enfonçons enfoncez enfonçant enfoncé enfoncés enfoncée enfoncées 
engager engage engages engage engageons engagez engagent engageais engageais engageait engagions engagiez engageaient engagerai engageras engagera engagerons engagerez engageront engageai engageas engagea engageâmes engageâtes engagèrent engagerais engagerais engagerait engagerions engageriez engageraient engage engages engage engagions engagiez engagent engageasse engageasses engageât engageassions engageassiez engageassent engage engageons engagez engageant engagé engagés engagée engagées 
enlever enlève enlèves enlève enlevons enlevez enlèvent enlevais enlevais enlevait enlevions enleviez enlevaient enlèverai enlèveras enlèvera enlèverons enlèverez enlèveront enlevai enlevas enleva enlevâmes enlevâtes enlevèrent enlèverais enlèverais enlèverait enlèverions enlèveriez enlèveraient enlève enlèves enlève enlevions enleviez enlèvent enlevasse enlevasses enlevât enlevassions enlevassiez enlevassent enlève enlevons enlevez enlevant enlevé enlevés enlevée enlevées 
entendre entends entends entend entendons entendez entendent entendais entendais entendait entendions entendiez entendaient entendrai entendras entendra entendrons entendrez entendront entendis entendis entendit entendîmes entendîtes entendirent entendrais entendrais entendrait entendrions entendriez entendraient entende entendes entende entendions entendiez entendent entendisse entendisses entendît entendissions entendissiez entendissent entends entendons entendez entendant entendu entendus entendue entendues 
entourer entoure entoures entoure entourons entourez entourent entourais entourais entourait entourions entouriez entouraient entourerai entoureras entourera entourerons entourerez entoureront entourai entouras entoura entourâmes entourâtes entourèrent entourerais entourerais entourerait entourerions entoureriez entoureraient entoure entoures entoure entourions entouriez entourent entourasse entourasses entourât entourassions entourassiez entourassent entoure entourons entourez entourant entouré entourés entourée entourées 
entraîner entraîne entraînes entraîne entraînons entraînez entraînent entraînais entraînais entraînait entraînions entraîniez entraînaient entraînerai entraîneras entraînera entraînerons entraînerez entraîneront entraînai entraînas entraîna entraînâmes entraînâtes entraînèrent entraînerais entraînerais entraînerait entraînerions entraîneriez entraîneraient entraîne entraînes entraîne entraînions entraîniez entraînent entraînasse entraînasses entraînât entraînassions entraînassiez entraînassent entraîne entraînons entraînez entraînant entraîné entraînés entraînée entraînées 
entrer entre entres entre entrons entrez entrent entrais entrais entrait entrions entriez entraient entrerai entreras entrera entrerons entrerez entreront entrai entras entra entrâmes entrâtes entrèrent entrerais entrerais entrerait entrerions entreriez entreraient entre entres entre entrions entriez entrent entrasse entrasses entrât entrassions entrassiez entrassent entre entrons entrez entrant entré entrés entrée entrées 
entretenir entretiens entretiens entretient entretenons entretenez entretiennent entretenais entretenais entretenait entretenions entreteniez entretenaient entretiendrai entretiendras entretiendra entretiendrons entretiendrez entretiendront entretins entretins entretint entretînmes entretîntes entretinrent entretiendrais entretiendrais entretiendrait entretiendrions entretiendriez entretiendraient entretienne entretiennes entretienne entretenions entreteniez entretiennent entretinsse entretinsses entretînt entretinssions entretinssiez entretinssent entretiens entretenons entretenez entretenant entretenu entretenus entretenue entretenues 
envelopper enveloppe enveloppes enveloppe enveloppons enveloppez enveloppent enveloppais enveloppais enveloppait enveloppions enveloppiez enveloppaient envelopperai envelopperas enveloppera envelopperons envelopperez envelopperont enveloppai enveloppas enveloppa enveloppâmes enveloppâtes enveloppèrent envelopperais envelopperais envelopperait envelopperions envelopperiez envelopperaient enveloppe enveloppes enveloppe enveloppions enveloppiez enveloppent enveloppasse enveloppasses enveloppât enveloppassions enveloppassiez enveloppassent enveloppe enveloppons enveloppez enveloppant enveloppé enveloppés enveloppée enveloppées 
envoyer envoie envoies envoie envoyons envoyez envoient envoyais envoyais envoyait envoyions envoyiez envoyaient enverrai enverras enverra enverrons enverrez enverront envoyai envoyas envoya envoyâmes envoyâtes envoyèrent enverrais enverrais enverrait enverrions enverriez enverraient envoie envoies envoie envoyions envoyiez envoient envoyasse envoyasses envoyât envoyassions envoyassiez envoyassent envoie envoyons envoyez envoyant envoyé envoyés envoyée envoyées 
éprouver éprouve éprouves éprouve éprouvons éprouvez éprouvent éprouvais éprouvais éprouvait éprouvions éprouviez éprouvaient éprouverai éprouveras éprouvera éprouverons éprouverez éprouveront éprouvai éprouvas éprouva éprouvâmes éprouvâtes éprouvèrent éprouverais éprouverais éprouverait éprouverions éprouveriez éprouveraient éprouve éprouves éprouve éprouvions éprouviez éprouvent éprouvasse éprouvasses éprouvât éprouvassions éprouvassiez éprouvassent éprouve éprouvons éprouvez éprouvant éprouvé éprouvés éprouvée éprouvées 
espérer espère espères espère espérons espérez espèrent espérais espérais espérait espérions espériez espéraient espérerai espèrerai espéreras espèreras espérera espèrera espérerons espèrerons espérerez espèrerez espéreront espèreront espérai espéras espéra espérâmes espérâtes espérèrent espérerais espèrerais espérerais espèrerais espérerait espèrerait espérerions espèrerions espéreriez espèreriez espéreraient espèreraient espère espères espère espérions espériez espèrent espérasse espérasses espérât espérassions espérassiez espérassent espère espérons espérez espérant espéré espérés espérée espérées 
