beaucoup moins de
beaucoup plus de
beaucoup trop de
beaucoup de
assez de
au moins autant de
autant de
davantage de
moins de
peu de
plus de
suffisamment de
trop de
tas de
dizaine de
douzaine de
vingtaine de
trentaine de
quarantaine de
cinquantaine de
soixantaine de
centaine de
millier de
million de
kilogramme de
groupe de
infinité de
multitude de
on ne sait combien de
